X,Y,FID,FAC_NAME,NAME,ADDRESS,CITY_STATE_ZIP,CITY,STATE,ZIP,OPERATING_STATUS,MEDICARE,MEDICARE_ID,MEDICAID,MEDICAID_ID,CERTIFIED_TOTAL_BEDS,COUNTY,ADMIN,PHONE,EMERGENCY_CONTACT,EMERGENCY_PHONE,EMERGENCY_FAX,EMERGENCY_EMAIL,DATE_GEOCODED,SOURCE,GEO_TRACT,GEO_COUNTY,GEO_ZIP,FACTYPE,SYMBOL,Latitude,Longitude,TYPE
-11668516.5947,4712109.8473,2852,CENTURA HEALTH AT HOME-PENROSE ST FRANCIS HEALTH SERVICES (040512),CENTURA HEALTH AT HOME-PENROSE ST FRANCIS HEAL,7015 TALL OAK DR,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,Y,067112,Y,5701578,0/0,EL PASO,Ms CASSANDRA PRATT,(719) 776-7500,Kristi Olson,(719) 776-7518,(719) 776-7535,mariecaselnova@centura.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home Health Agency - Medicare/Medicaid,Home Health,38.933216,-104.820068,HHA-1819
-11668700.9398,4709480.607,2853,KINDRED AT HOME (040504),KINDRED AT HOME,5755 MARK DABLING BLVD STE 325,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,Y,067129,Y,26079747,0/0,EL PASO,Ms KRISTALA CARLISLE,(719) 531-9585,Alexa Medrano,(719) 225-5432,(719) 531-7063,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home Health Agency - Medicare/Medicaid,Home Health,38.914841,-104.821724,HHA-1819
-11668248.2034,4709851.1635,2854,"ASCENT SURGERY CENTER, LLC (16R846)","ASCENT SURGERY CENTER, LLC",5901 CORPORATE DRIVE,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,Y,06C0001072,N,,0/0,EL PASO,Mr MARK CHRISTOPHER MEYER,(719) 484-8660,,,(719) 314-1291,Dr. Mark Meyer:  go2mmeyer@aol.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Ambulatory Surgical Center,Surgery or Transplant,38.917431,-104.817657,ASC
-11667973.1329,4712502.3959,2855,THERAPY SERVICES OF COLORADO INC (20G554),THERAPY SERVICES OF COLORADO INC,"7222 COMMERCE CENTER DRIVE, SUITE 100","COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,Y,066637,N,,0/0,EL PASO,Ms KATHY MCGEE,(719) 574-5562,KATHY McGEE,(719) 574-5562,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Outpatient Physical Therapy/Speech Pathology,Rehabilitaton or Recovery,38.935959,-104.815186,OPT-SP
-11671551.164,4713552.749,2856,NURSING AND THERAPY SERVICES OF COLORADO INC (04R970),NURSING AND THERAPY SERVICES OF COLORADO INC,1130 W WOODMEN RD,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,Y,067418,Y,28300831,0/0,EL PASO,Ms LISA DAVIS,(719) 574-5562,,(541) 701-5509,(719) 471-0445,kristin.waldrop@npsoc.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home Health Agency - Medicare/Medicaid,Home Health,38.943298,-104.847328,HHA-1819
-11667973.1329,4712502.3959,2857,BROOKDALE HOSPICE COLORADO SPRINGS (17J167),BROOKDALE HOSPICE COLORADO SPRINGS,"7222 COMMERCE CENTER DR, STE 100","COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,Y,061585,N,,0/0,EL PASO,Ms KRISTINE ROSS,(719) 268-2582,Jenni Smith,(213) 718-5146,(719) 268-6002,JMcGlasson@brookdale.com : kross6@brookdale.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Hospice (Medicare),Hospice,38.935959,-104.815186,HOSPICE
-11671551.164,4713552.749,2858,"NURSING AND THERAPY SERVICES OF COLORADO, INC. (10I885)",NURSING AND THERAPY SERVICES OF COLORADO INC.,1130 W WOODMEN ROAD,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/0,EL PASO,Ms SHELLIE FINN,(719) 574-5562,Shellie Finn,(719) 574-5562,,shellie.finn@ntsoc.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.943298,-104.847328,HCBS-IDD
-11668046.9377,4710577.0069,2859,"RESOURCE EXCHANGE, THE (10F443)","RESOURCE EXCHANGE, THE",6385 CORPORATE DR SUITE 301,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/0,EL PASO,Mr DAVID ERVIN,(719) 380-1100,David Ervin,(719) 380-1100,,info@tre.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.922504,-104.815849,HCBS-IDD
-11668634.7047,4711080.8211,2860,SAGES ELDER CARE LLC (04G511),SAGES ELDER CARE LLC,6584 BULL HILL CT,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/0,EL PASO,Mr ROBERT KHAN MCCLELLAN,(719) 393-3580,,,(719) 393-3580,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home Health Agency - Licensed only,Home Health,38.926025,-104.821129,HCA-LIC
-11670874.3415,4713531.9957,2861,DONNA ATWELL'S HOUSE (10V770),DONNA ATWELL'S HOUSE,7705 EASTWOOD RD,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/0,EL PASO,Ms MELISSA DANIEL,(719) 536-0025,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.943153,-104.841248,HCBS-IDD
-11669659.8458,4711380.6031,2862,"RONA'S ACUPUNCTURE CLINIC, LLC (10F401)","RONA'S ACUPUNCTURE CLINIC, LLC",6665 DELMONICO DRIVE SUITE E,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/0,EL PASO,RONGHUA BIAN,(719) 528-6285,,,(719) 266-4512,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.92812,-104.830338,HCBS-IDD
-11671551.164,4713552.749,2863,NURSING AND THERAPY SERVICES OF COLORADO INC (04E345),NURSING AND THERAPY SERVICES OF COLORADO INC,1130 W WOODMEN RD,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/0,EL PASO,Ms LISA DAVIS,(719) 574-5562,,,(719) 471-0445,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003705,EL PASO,80919,Home Health Agency - HCA license - personal care homemaker,Home Health,38.943298,-104.847328,HCA-PHS
-11670607.62,4710196.6945,2864,VIEWPOINTE (230541),VIEWPOINTE,555 S ROCKRIMMON BLVD,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/107,EL PASO,Ms ROBYN PARKER,(719) 528-8000,Robyn Parker,(719) 528-8000,(719) 528-8476,rparker@ba.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003709,EL PASO,80919,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.919846,-104.838852,ALRONLY
-11669132.4141,4708859.5618,2865,COMPASSUS - GREATER COLORADO SPRINGS (17Q266),COMPASSUS - GREATER COLORADO SPRINGS,"5475 TECH CENTER DRIVE, SUITE 105","COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,Y,061553,Y,34170758,0/0,EL PASO,Ms LINDA HOWLAND,(719) 226-0091,Toby Radabaugh,(205) 532-4927,(719) 226-7900,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003709,EL PASO,80919,Hospice (Medicare),Hospice,38.9105,-104.8256,HOSPICE
-11671128.2612,4707568.3786,2866,ENCOMPASS HEALTH HOME HEALTH (04Q268),ENCOMPASS HEALTH HOME HEALTH,910 PINON RANCH VIEW STE 211,"COLORADO SPRINGS, CO   80907",COLORADO SPRINGS,CO,80907,01-ACTIVE,Y,067449,Y,72579871,0/0,EL PASO,Mr TERRON HUNT,(719) 265-6931,"Alexandria Barger, RN",(303) 722-0857,(719) 265-6934,tdegeorge@ehhi.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003709,EL PASO,80919,Home Health Agency - Medicare/Medicaid,Home Health,38.901474,-104.843529,HHA-1819
-11671128.2612,4707568.3786,2867,ENCOMPASS HEALTH HOME HEALTH (04T319),ENCOMPASS HEALTH HOME HEALTH,910 PINON RANCH VIEW STE 210,"COLORADO SPRINGS, CO   80907",COLORADO SPRINGS,CO,80907,01-ACTIVE,Y,067462,Y,5000211,0/0,EL PASO,Ms TERRON HUNT,(719) 433-7500,,,(719) 265-6934,thunt@ehhi.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003709,EL PASO,80919,Home Health Agency - Medicare/Medicaid,Home Health,38.901474,-104.843529,HHA-1819
-11669590.171,4707661.9717,2868,POINT OF THE PINES GARDENS ASSISTED LIVING (23B948),POINT OF THE PINES GARDENS ASSISTED LIVING,330 ELKTON DRIVE,"COLORADO SPRINGS, CO   80907",COLORADO SPRINGS,CO,80907,01-ACTIVE,N,,N,,115/115,EL PASO,Ms RODA SANTIAGO,(719) 265-0030,Roda Santiago,(719) 246-6488,(719) 260-5518,rdarosenbach@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003709,EL PASO,80919,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.9021283,-104.829712099999,ALR/ACF
-11672167.7627,4707463.6721,2869,MOSAIC (10B471),MOSAIC,4775 CENTENNIAL BLVD STE 150,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/0,EL PASO,Ms CHERYL WICKS,(720) 208-3199,Cheryl Wicks,(719) 380-2400,(719) 380-7055,cheryl.wicks@mosaicinfo.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003709,EL PASO,80919,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.900742,-104.852867,HCBS-IDD
-11671247.1505,4706961.0386,2870,STELLAR CARE AND SERVICES LLC (10T628),STELLAR CARE AND SERVICES LLC,1150 ELKTON DR,"COLORADO SPRINGS, CO   80907",COLORADO SPRINGS,CO,80907,01-ACTIVE,N,,Y,21076065,0/0,EL PASO,Mr ROBERT HEDDEN,(719) 344-8931,Robert Hedden,(719) 344-8931,(866) 372-8722,robert_hedden@msn.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003709,EL PASO,80919,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.897228,-104.844597,HCBS-IDD
-11673344.0757,4708941.3928,2871,MORNINGSTAR AT MOUNTAIN SHADOWS (23Y392),MORNINGSTAR AT MOUNTAIN SHADOWS,5355 CENTENNIAL BLVD,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,N,,0/78,EL PASO,Ms TAMMY MINUHIN,(719) 260-5605,Tammy Minuhin,(719) 250-0017,(719) 260-5569,mtnshadows.ed@morningstarseniorliving.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003709,EL PASO,80919,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.911072,-104.863434,ALRONLY
-11674869.3754,4708110.2379,2872,ALPINE AUTISM CENTER (10Q715),ALPINE AUTISM CENTER,2760 FIELDSTONE RD.,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,N,,Y,68985274,0/0,EL PASO,Ms MICHELLE LINN,(719) 203-6903,Michelle Linn,(719) 203-6903,,kaylee@alpineautism.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003707,EL PASO,80919,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.905262,-104.877136,HCBS-IDD
-11674404.8391,4714192.1165,2873,MOUNT ST FRANCIS NURSING CENTER (020506),MOUNT ST FRANCIS NURSING CENTER,7550 ASSISI HTS,"COLORADO SPRINGS, CO   80919",COLORADO SPRINGS,CO,80919,01-ACTIVE,Y,065325,Y,5650734,110/110,EL PASO,Ms ALMAZ BERHE,(719) 598-1336,Almaz Berhe,(719) 304-4497,(719) 955-7031,almaz@stfrancis.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003702,EL PASO,80919,Nursing Home,Assisted Living Residence/Nursing Home,38.947765,-104.872963,SNF/NF
-11657881.6871,4714912.4015,2874,FREEDOM HOME CLIFTON (23G551),FREEDOM HOME CLIFTON,8395 CLIFTON DRIVE,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/8,EL PASO,Ms LAURA RUSSELL,(720) 436-3995,,,(719) 452-3886,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041006901,EL PASO,80920,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.952797,-104.724533,ALRONLY
-11662193.6476,4713243.743,2875,BROOKDALE BRIARGATE (2305B9),BROOKDALE BRIARGATE,7560 LEXINGTON DR,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/50,EL PASO,Ms LORELEI BROXSON,(719) 598-4200,Lorelei Broxson,(303) 995-2166,(719) 598-1083,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041006801,EL PASO,80920,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.941139,-104.763268,ALRONLY
-11662369.4211,4712477.2082,2876,TALEM HOME CARE (04B861),TALEM HOME CARE,3230 E WOODMEN RD STE 110E,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Mr ALDON PURDHAM JR,(719) 659-2663,,,(719) 694-1877,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041006801,EL PASO,80920,Home Health Agency - HCA license - personal care homemaker,Home Health,38.935783,-104.764847,HCA-PHS
-11662369.4211,4712477.2082,2877,TALEM HOME CARE (04I586),TALEM HOME CARE,3230 E WOODMEN RD STE 110E,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Mr ALDON PURDHAM JR,(719) 659-2663,,,(719) 694-1877,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041006801,EL PASO,80920,Home Care Agency - In-Home Support Services,Home Health,38.935783,-104.764847,HCA-IHSS
-11661486.1009,4712804.2235,2878,UCHEALTH EMERGENCY ROOM - WOODMEN (18H561),UCHEALTH EMERGENCY ROOM - WOODMEN,3790 E WOODMEN RD,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/7,EL PASO,Mr JOEL YUHAS,(719) 264-5080,,,(719) 264-5084,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041006802,EL PASO,80920,Community Clinic/Emergency,Clinic,38.938068,-104.756912,CCEC
-11661673.7856,4714256.5279,2879,"SJR, INC (10J412)","SJR, INC",8148 COOPER RIVER DR,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Ms SHAWNA BOLLER,(719) 359-7989,,,(719) 999-9999,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041006802,EL PASO,80920,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.948215,-104.758598,HCBS-IDD
-11667509.3759,4712404.6509,2880,MAXIM HEALTHCARE SERVICES INC (0405OS),MAXIM HEALTHCARE SERVICES INC,7150 CAMPUS DR STE 160,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,Y,067325,Y,5701438,0/0,EL PASO,Mr JAMES WADE,(719) 538-5600,John Howell - Alt Admin,(719) 538-5600,(877) 799-3255,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003905,EL PASO,80920,Home Health Agency - Medicare/Medicaid,Home Health,38.935276,-104.81102,HHA-1819
-11667509.3759,4712404.6509,2881,BRIDGES COMMUNITY HOMECARE OF COLORADO SPRINGS LLC (04Q178),BRIDGES COMMUNITY HOMECARE OF COLORADO SPRINGS LLC,7150 CAMPUS DR UNIT 330,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,Y,067468,N,,0/0,EL PASO,Ms TANYA TYSLAND,(719) 596-5001,Sherie Stewart,(801) 592-7827,(719) 596-5003,sherie.stewart@envhh.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003905,EL PASO,80920,Home Health Agency - Medicare/Medicaid,Home Health,38.935276,-104.81102,HHA-1819
-11667509.3759,4712404.6509,2882,MAXIM HEALTHCARE SERVICES INC (1005TW),MAXIM HEALTHCARE SERVICES INC,7150 CAMPUS DR STE 160,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,Y,4142188,0/0,EL PASO,Mr JAMES WADE,(719) 538-5600,Ashleigh Biegel,,(877) 799-3255,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003905,EL PASO,80920,Home Health Agency - HCA license - personal care homemaker,Home Health,38.935276,-104.81102,HCA-PHS
-11665668.0402,4713543.4458,2883,NEW DAY COTTAGES AT TURNER (23P257),NEW DAY COTTAGES AT TURNER,1577 TURNER ROAD,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,Y,58572864,4/11,EL PASO,Mr STEVE FELDMAN,(719) 266-1100,Steve Feldman,(719) 266-1100,(719) 264-7761,newdaycottages@q.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003905,EL PASO,80920,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.943233,-104.794479,ALR/ACF
-11666440.0409,4713210.968,2884,SUNCREST HOSPICE LLC (17F493),SUNCREST HOSPICE LLC,"7660 GODDARD ST, STE 100","COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Ms MANDY HAGER,(801) 656-2769,,,(801) 478-3588,kraigl@suncrestcare.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003905,EL PASO,80920,Hospice (Licensed),Hospice,38.94091,-104.801414,HSPLIC
-11667509.3759,4712404.6509,2885,BRIDGES HOSPICE AND PALLIATIVE CARE (17C439),BRIDGES HOSPICE AND PALLIATIVE CARE,7150 CAMPUS DR STE 330,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Ms SUSANNE ANDERSON,(719) 596-5001,Lane Pont RN,(801) 787-8623,(866) 610-0503,tbane@bridgescommunictycare.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003905,EL PASO,80920,Hospice (Licensed),Hospice,38.935276,-104.81102,HSPLIC
-11664477.367,4714960.4986,2886,CONSTANT CARE OF COLORADO SPRINGS II (23G932),CONSTANT CARE OF COLORADO SPRINGS II,8320 SUTTERFIELD DR,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,8/8,EL PASO,Mr JEFFREY REYNOLDS,(719) 260-2354,Jeff Reynolds,(719) 660-6826,(719) 218-1010,jeff.reynolds1@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003906,EL PASO,80920,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.953133,-104.783783,ALR/ACF
-11666507.1665,4714442.1779,2887,COMPLETE CARE COLORADO SPRINGS (18J419),COMPLETE CARE COLORADO SPRINGS,8115 VOYAGER PKWY,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/13,EL PASO,Mr ROBERT MORRIS,(719) 203-3300,,,(719) 488-2492,jberry@complete.care,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041003906,EL PASO,80920,Community Clinic/Emergency,Clinic,38.949512,-104.802017,CCEC
-11661623.6918,4716805.2541,2888,UNIVERSITY OF COLORADO HEALTH AT MEMORIAL HOSPITAL NORTH (01A456),UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL NORTH,4050 BRIARGATE PKWY,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/130,EL PASO,Mr JOEL YUHAS,(719) 364-5000,,(719) 365-1804,(719) 365-6870,"joel.yuhas@uchealth.org; licensing contact (see Notes)",March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007102,EL PASO,80920,Hospital,Hospital,38.966019,-104.758148,LICGEN
-11658962.0428,4715580.772,2889,SELECT PHYSICAL THERAPY (20B947),SELECT PHYSICAL THERAPY,8540 SCARBOROUGH DR STE 350,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,Y,066641,N,,0/0,EL PASO,Ms KAREN BETHKE,(719) 481-6868,Shae Patnoe,(303) 905-6987,(719) 481-8888,shae.patnoe@physiocorp.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007102,EL PASO,80920,Outpatient Physical Therapy/Speech Pathology,Rehabilitaton or Recovery,38.957466,-104.734238,OPT-SP
-11660885.6436,4716757.1482,2890,NEW DAWN MEMORY CARE - COLORADO SPRINGS (23Q274),NEW DAWN MEMORY CARE - COLORADO SPRINGS,4185 BRIARGATE PARKWAY,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/48,EL PASO,Ms NANCY BRITTON,(719) 433-3732,Chriley Kilmer,(503) 896-9169,(719) 218-9531,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007102,EL PASO,80920,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.965683,-104.751518,ALRONLY
-11660905.2358,4716800.243,2891,"ORTHOPAEDIC AND SPINE CENTER OF SOUTHERN COLORADO, LLC, THE (16O619)",ORTHOPAEDIC AND SPINE CENTER OF SOUTHERN COLORADO,4110 BRIARGATE PKWY STE 200,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,Y,06C0001149,N,,0/0,EL PASO,Ms JENNIFER ARELLANO,(719) 282-8888,Jennifer Arellano,(719) 924-0368,(719) 282-8583,jmathew@pinnacleiii.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007102,EL PASO,80920,Ambulatory Surgical Center,Surgery or Transplant,38.965984,-104.751694,ASC
-11660905.2358,4716800.243,2892,ORTHOPAEDIC RECOVERY CENTER OF SOUTHERN COLO (36L580),ORTHOPAEDIC RECOVERY CENTER OF SOUTHERN COLO,4110 BRIARGATE PKWY  STE 220,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/9,EL PASO,Ms JENNIFER ARELLANO,(719) 282-8888,Mr. Jebby Mathew,(719) 282-8888,(719) 282-8583,jmathew@pinnacleiii.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007102,EL PASO,80920,Convalescent Center,Rehabilitaton or Recovery,38.965984,-104.751694,CONV
-11661599.9808,4716804.1087,2893,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS (01B436),CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,4090 BRIARGATE PKWY,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,Y,063303,N,,0/99,EL PASO,Ms MARGARET SABIN,(719) 305-9590,,,(719) 305-8706,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007102,EL PASO,80920,Children's Hospital,Hospital,38.966011,-104.757935,HOSP-CHD
-11664306.6029,4715964.7221,2894,SURGICAL CENTER OF THE ROCKIES (16P634),SURGICAL CENTER OF THE ROCKIES,2446 RESEARCH PKWY STE 100,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,Y,06C0001139,N,,0/0,EL PASO,Ms LAURA CARAWAY,(719) 418-4244,,(719) 337-5082,(719) 418-4264,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007000,EL PASO,80920,Ambulatory Surgical Center,Surgery or Transplant,38.960148,-104.782249,ASC
-11663733.4188,4718466.766,2895,"FREEDOM HOME ASSISTED LIVING, INC (23E517)","FREEDOM HOME ASSISTED LIVING, INC",10080 LEXINGTON DRIVE,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/8,EL PASO,Ms LAURA RUSSELL,(720) 436-3995,Robert Russell,(719) 492-3175,(719) 452-3886,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007000,EL PASO,80920,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.977623,-104.7771,ALRONLY
-11665869.4172,4715959.8546,2896,"HEARTFELT CARE AT HOME, INC (04M598)","HEARTFELT CARE AT HOME, INC",1755 TELSTAR DRIVE SUITE 300,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Mr GREGORY COOPMAN,(719) 362-0094,,,(719) 218-9938,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007000,EL PASO,80920,Home Health Agency - Licensed only,Home Health,38.960114,-104.796288,HCA-LIC
-11665432.8221,4717547.4884,2897,CHERYL SUE JUTRAS LIMITED (10O160),CHERYL SUE JUTRAS LIMITED,2020 SURFWOOD LANE,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Ms CHERYL JUTRAS,(719) 592-0295,,,(303) 999-9999,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007000,EL PASO,80920,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.971203,-104.792366,HCBS-IDD
-11665869.4172,4715959.8546,2898,QUALITY SERVICE HOME CARE LLC (04T697),QUALITY SERVICE HOME CARE LLC,1755 TELSTAR DR STE 300,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Ms DAVIDA KELLAM,(719) 619-7211,Davida Kellam,(336) 870-1117,,davidakellam@qualityservicehomecare.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007000,EL PASO,80920,Home Health Agency - HCA license - personal care homemaker,Home Health,38.960114,-104.796288,HCA-PHS
-11665869.4172,4715959.8546,2899,QUALITY SERVICE HOME CARE LLC (04H523),QUALITY SERVICE HOME CARE LLC,1755 TELSTAR DRIVE STE 300,"COLORADO SPRINGS, CO   80920",COLORADO SPRINGS,CO,80920,01-ACTIVE,N,,N,,0/0,EL PASO,Ms DAVIDA KELLAM,(719) 619-7211,,(336) 870-1117,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08041007000,EL PASO,80920,Home Care Agency - In-Home Support Services,Home Health,38.960114,-104.796288,HCA-IHSS
