OBJECTID,FIPS,Life_Expectancy_Label,COUNTY,TRACT_NAME,LE_20102015,LE_StdError,LE_L95CI,LE_U95CI,LE_STATE
519,08099000200,72.8 Years (95% C.I. 67.6 - 78 Years),PROWERS,"Census Tract 2, Prowers County, Colorado",72.8,2.63,67.6,78,80.5
520,08099000100,82.4 Years (95% C.I. 76.3 - 88.5 Years),PROWERS,"Census Tract 1, Prowers County, Colorado",82.4,3.1,76.3,88.5,80.5
521,08099000300,77.3 Years (95% C.I. 74.6 - 80 Years),PROWERS,"Census Tract 3, Prowers County, Colorado",77.3,1.39,74.6,80,80.5
522,08099000600,79.9 Years (95% C.I. 76 - 83.8 Years),PROWERS,"Census Tract 6, Prowers County, Colorado",79.9,2.01,76,83.8,80.5
523,08059011402,77.3 Years (95% C.I. 73.6 - 81 Years),JEFFERSON,"Census Tract 114.02, Jefferson County, Colorado",77.3,1.88,73.6,81,80.5
524,08059015900,85.1 Years (95% C.I. 78 - 92.2 Years),JEFFERSON,"Census Tract 159, Jefferson County, Colorado",85.1,3.6,78,92.2,80.5
525,08059009850,81.3 Years (95% C.I. 75.7 - 86.9 Years),JEFFERSON,"Census Tract 98.50, Jefferson County, Colorado",81.3,2.88,75.7,86.9,80.5
526,08059009852,81.8 Years (95% C.I. 79 - 84.6 Years),JEFFERSON,"Census Tract 98.52, Jefferson County, Colorado",81.8,1.45,79,84.6,80.5
527,08059012047,83.6 Years (95% C.I. 76.3 - 90.9 Years),JEFFERSON,"Census Tract 120.47, Jefferson County, Colorado",83.6,3.74,76.3,90.9,80.5
528,08059011712,82 Years (95% C.I. 80 - 84 Years),JEFFERSON,"Census Tract 117.12, Jefferson County, Colorado",82,1.05,80,84,80.5
529,08059010901,80.8 Years (95% C.I. 76.6 - 85 Years),JEFFERSON,"Census Tract 109.01, Jefferson County, Colorado",80.8,2.13,76.6,85,80.5
530,08059012032,82.2 Years (95% C.I. 78.8 - 85.6 Years),JEFFERSON,"Census Tract 120.32, Jefferson County, Colorado",82.2,1.72,78.8,85.6,80.5
531,08059012033,78.4 Years (95% C.I. 75 - 81.8 Years),JEFFERSON,"Census Tract 120.33, Jefferson County, Colorado",78.4,1.73,75,81.8,80.5
532,08059009843,80.4 Years (95% C.I. 78.2 - 82.6 Years),JEFFERSON,"Census Tract 98.43, Jefferson County, Colorado",80.4,1.11,78.2,82.6,80.5
533,08059012027,76.5 Years (95% C.I. 72.9 - 80.1 Years),JEFFERSON,"Census Tract 120.27, Jefferson County, Colorado",76.5,1.84,72.9,80.1,80.5
534,08059010405,80.8 Years (95% C.I. 73.8 - 87.8 Years),JEFFERSON,"Census Tract 104.05, Jefferson County, Colorado",80.8,3.57,73.8,87.8,80.5
535,08059012026,85.8 Years (95% C.I. 79.5 - 92.1 Years),JEFFERSON,"Census Tract 120.26, Jefferson County, Colorado",85.8,3.24,79.5,92.1,80.5
536,08059012035,83.5 Years (95% C.I. 79.9 - 87.1 Years),JEFFERSON,"Census Tract 120.35, Jefferson County, Colorado",83.5,1.83,79.9,87.1,80.5
537,08059012037,81.4 Years (95% C.I. 77.1 - 85.7 Years),JEFFERSON,"Census Tract 120.37, Jefferson County, Colorado",81.4,2.2,77.1,85.7,80.5
538,08059012031,83.4 Years (95% C.I. 77.8 - 89 Years),JEFFERSON,"Census Tract 120.31, Jefferson County, Colorado",83.4,2.83,77.8,89,80.5
539,08059009847,81.9 Years (95% C.I. 77.2 - 86.6 Years),JEFFERSON,"Census Tract 98.47, Jefferson County, Colorado",81.9,2.41,77.2,86.6,80.5
540,08059012023,81.1 Years (95% C.I. 75.6 - 86.6 Years),JEFFERSON,"Census Tract 120.23, Jefferson County, Colorado",81.1,2.81,75.6,86.6,80.5
541,08059009845,80.2 Years (95% C.I. 74.2 - 86.2 Years),JEFFERSON,"Census Tract 98.45, Jefferson County, Colorado",80.2,3.06,74.2,86.2,80.5
542,08059009842,85.9 Years (95% C.I. 80.3 - 91.5 Years),JEFFERSON,"Census Tract 98.42, Jefferson County, Colorado",85.9,2.84,80.3,91.5,80.5
543,08059012042,87.1 Years (95% C.I. 80.2 - 94 Years),JEFFERSON,"Census Tract 120.42, Jefferson County, Colorado",87.1,3.5,80.2,94,80.5
544,08059011720,83.6 Years (95% C.I. 79 - 88.2 Years),JEFFERSON,"Census Tract 117.20, Jefferson County, Colorado",83.6,2.35,79,88.2,80.5
545,08059012054,81.5 Years (95% C.I. 78.9 - 84.1 Years),JEFFERSON,"Census Tract 120.54, Jefferson County, Colorado",81.5,1.32,78.9,84.1,80.5
546,08059011803,79.4 Years (95% C.I. 77.6 - 81.2 Years),JEFFERSON,"Census Tract 118.03, Jefferson County, Colorado",79.4,0.94,77.6,81.2,80.5
547,08059011602,69.7 Years (95% C.I. 67.4 - 72 Years),JEFFERSON,"Census Tract 116.02, Jefferson County, Colorado",69.7,1.15,67.4,72,80.5
548,08059010603,74.4 Years (95% C.I. 70.6 - 78.2 Years),JEFFERSON,"Census Tract 106.03, Jefferson County, Colorado",74.4,1.92,70.6,78.2,80.5
549,08059012039,79.7 Years (95% C.I. 74.7 - 84.7 Years),JEFFERSON,"Census Tract 120.39, Jefferson County, Colorado",79.7,2.54,74.7,84.7,80.5
550,08059010100,79.3 Years (95% C.I. 75 - 83.6 Years),JEFFERSON,"Census Tract 101, Jefferson County, Colorado",79.3,2.19,75,83.6,80.5
551,08059012036,82.1 Years (95% C.I. 76.4 - 87.8 Years),JEFFERSON,"Census Tract 120.36, Jefferson County, Colorado",82.1,2.91,76.4,87.8,80.5
552,08059012051,82.2 Years (95% C.I. 79.4 - 85 Years),JEFFERSON,"Census Tract 120.51, Jefferson County, Colorado",82.2,1.43,79.4,85,80.5
553,08059012055,79.7 Years (95% C.I. 76.7 - 82.7 Years),JEFFERSON,"Census Tract 120.55, Jefferson County, Colorado",79.7,1.55,76.7,82.7,80.5
554,08059012052,77.6 Years (95% C.I. 70.7 - 84.5 Years),JEFFERSON,"Census Tract 120.52, Jefferson County, Colorado",77.6,3.51,70.7,84.5,80.5
555,08059012046,81.5 Years (95% C.I. 76.5 - 86.5 Years),JEFFERSON,"Census Tract 120.46, Jefferson County, Colorado",81.5,2.56,76.5,86.5,80.5
556,08059012024,83.2 Years (95% C.I. 79.5 - 86.9 Years),JEFFERSON,"Census Tract 120.24, Jefferson County, Colorado",83.2,1.91,79.5,86.9,80.5
557,08059012022,81.8 Years (95% C.I. 77.7 - 85.9 Years),JEFFERSON,"Census Tract 120.22, Jefferson County, Colorado",81.8,2.08,77.7,85.9,80.5
558,08059012045,78.4 Years (95% C.I. 75.2 - 81.6 Years),JEFFERSON,"Census Tract 120.45, Jefferson County, Colorado",78.4,1.65,75.2,81.6,80.5
559,08059011904,81.9 Years (95% C.I. 77.1 - 86.7 Years),JEFFERSON,"Census Tract 119.04, Jefferson County, Colorado",81.9,2.46,77.1,86.7,80.5
560,08059011728,81.8 Years (95% C.I. 78.2 - 85.4 Years),JEFFERSON,"Census Tract 117.28, Jefferson County, Colorado",81.8,1.84,78.2,85.4,80.5
561,08059011702,79.5 Years (95% C.I. 77.4 - 81.6 Years),JEFFERSON,"Census Tract 117.02, Jefferson County, Colorado",79.5,1.08,77.4,81.6,80.5
562,08059011701,80.5 Years (95% C.I. 78.1 - 82.9 Years),JEFFERSON,"Census Tract 117.01, Jefferson County, Colorado",80.5,1.21,78.1,82.9,80.5
563,08059012049,83.9 Years (95% C.I. 79.9 - 87.9 Years),JEFFERSON,"Census Tract 120.49, Jefferson County, Colorado",83.9,2.04,79.9,87.9,80.5
564,08059011730,80.2 Years (95% C.I. 75.1 - 85.3 Years),JEFFERSON,"Census Tract 117.30, Jefferson County, Colorado",80.2,2.6,75.1,85.3,80.5
565,08059011727,80 Years (95% C.I. 77.3 - 82.7 Years),JEFFERSON,"Census Tract 117.27, Jefferson County, Colorado",80,1.36,77.3,82.7,80.5
566,08059012053,83.7 Years (95% C.I. 79.3 - 88.1 Years),JEFFERSON,"Census Tract 120.53, Jefferson County, Colorado",83.7,2.24,79.3,88.1,80.5
567,08059011202,79.8 Years (95% C.I. 77.2 - 82.4 Years),JEFFERSON,"Census Tract 112.02, Jefferson County, Colorado",79.8,1.32,77.2,82.4,80.5
568,08059011804,83.9 Years (95% C.I. 80.4 - 87.4 Years),JEFFERSON,"Census Tract 118.04, Jefferson County, Colorado",83.9,1.81,80.4,87.4,80.5
569,08059011711,77.7 Years (95% C.I. 75.1 - 80.3 Years),JEFFERSON,"Census Tract 117.11, Jefferson County, Colorado",77.7,1.32,75.1,80.3,80.5
570,08059011951,78.9 Years (95% C.I. 76.2 - 81.6 Years),JEFFERSON,"Census Tract 119.51, Jefferson County, Colorado",78.9,1.37,76.2,81.6,80.5
571,08059012038,81.3 Years (95% C.I. 74.4 - 88.2 Years),JEFFERSON,"Census Tract 120.38, Jefferson County, Colorado",81.3,3.5,74.4,88.2,80.5
572,08059011725,82.1 Years (95% C.I. 79.2 - 85 Years),JEFFERSON,"Census Tract 117.25, Jefferson County, Colorado",82.1,1.49,79.2,85,80.5
573,08059011721,77.8 Years (95% C.I. 74.9 - 80.7 Years),JEFFERSON,"Census Tract 117.21, Jefferson County, Colorado",77.8,1.5,74.9,80.7,80.5
574,08059011710,82.4 Years (95% C.I. 77.6 - 87.2 Years),JEFFERSON,"Census Tract 117.10, Jefferson County, Colorado",82.4,2.47,77.6,87.2,80.5
575,08059011709,79.4 Years (95% C.I. 75.1 - 83.7 Years),JEFFERSON,"Census Tract 117.09, Jefferson County, Colorado",79.4,2.18,75.1,83.7,80.5
576,08059011726,82.5 Years (95% C.I. 79.6 - 85.4 Years),JEFFERSON,"Census Tract 117.26, Jefferson County, Colorado",82.5,1.5,79.6,85.4,80.5
577,08059011601,73.2 Years (95% C.I. 71 - 75.4 Years),JEFFERSON,"Census Tract 116.01, Jefferson County, Colorado",73.2,1.14,71,75.4,80.5
578,08059011731,81.1 Years (95% C.I. 77 - 85.2 Years),JEFFERSON,"Census Tract 117.31, Jefferson County, Colorado",81.1,2.11,77,85.2,80.5
579,08059011550,75.6 Years (95% C.I. 72 - 79.2 Years),JEFFERSON,"Census Tract 115.50, Jefferson County, Colorado",75.6,1.84,72,79.2,80.5
580,08059011300,73.5 Years (95% C.I. 70.7 - 76.3 Years),JEFFERSON,"Census Tract 113, Jefferson County, Colorado",73.5,1.41,70.7,76.3,80.5
581,08059010702,73.1 Years (95% C.I. 70.2 - 76 Years),JEFFERSON,"Census Tract 107.02, Jefferson County, Colorado",73.1,1.46,70.2,76,80.5
582,08059010701,78.9 Years (95% C.I. 76.2 - 81.6 Years),JEFFERSON,"Census Tract 107.01, Jefferson County, Colorado",78.9,1.37,76.2,81.6,80.5
583,08059010502,79.4 Years (95% C.I. 77 - 81.8 Years),JEFFERSON,"Census Tract 105.02, Jefferson County, Colorado",79.4,1.23,77,81.8,80.5
584,08059010604,75.7 Years (95% C.I. 71.3 - 80.1 Years),JEFFERSON,"Census Tract 106.04, Jefferson County, Colorado",75.7,2.25,71.3,80.1,80.5
585,08059011000,75.6 Years (95% C.I. 73.2 - 78 Years),JEFFERSON,"Census Tract 110, Jefferson County, Colorado",75.6,1.22,73.2,78,80.5
586,08059010902,70.7 Years (95% C.I. 66.7 - 74.7 Years),JEFFERSON,"Census Tract 109.02, Jefferson County, Colorado",70.7,2.04,66.7,74.7,80.5
587,08059010801,81.7 Years (95% C.I. 78.2 - 85.2 Years),JEFFERSON,"Census Tract 108.01, Jefferson County, Colorado",81.7,1.79,78.2,85.2,80.5
588,08059010504,80.7 Years (95% C.I. 78.1 - 83.3 Years),JEFFERSON,"Census Tract 105.04, Jefferson County, Colorado",80.7,1.32,78.1,83.3,80.5
589,08059010503,78.8 Years (95% C.I. 75.1 - 82.5 Years),JEFFERSON,"Census Tract 105.03, Jefferson County, Colorado",78.8,1.87,75.1,82.5,80.5
590,08059010403,74.9 Years (95% C.I. 71.9 - 77.9 Years),JEFFERSON,"Census Tract 104.03, Jefferson County, Colorado",74.9,1.54,71.9,77.9,80.5
591,08059010308,80.1 Years (95% C.I. 77.2 - 83 Years),JEFFERSON,"Census Tract 103.08, Jefferson County, Colorado",80.1,1.5,77.2,83,80.5
592,08035014112,82.4 Years (95% C.I. 79 - 85.8 Years),DOUGLAS,"Census Tract 141.12, Douglas County, Colorado",82.4,1.74,79,85.8,80.5
593,08035014110,80.8 Years (95% C.I. 78.4 - 83.2 Years),DOUGLAS,"Census Tract 141.10, Douglas County, Colorado",80.8,1.24,78.4,83.2,80.5
594,08035014109,85.4 Years (95% C.I. 81.5 - 89.3 Years),DOUGLAS,"Census Tract 141.09, Douglas County, Colorado",85.4,2.01,81.5,89.3,80.5
595,08035014108,82.1 Years (95% C.I. 79.3 - 84.9 Years),DOUGLAS,"Census Tract 141.08, Douglas County, Colorado",82.1,1.43,79.3,84.9,80.5
596,08035014202,82.2 Years (95% C.I. 78.4 - 86 Years),DOUGLAS,"Census Tract 142.02, Douglas County, Colorado",82.2,1.96,78.4,86,80.5
597,08035014116,81.3 Years (95% C.I. 75 - 87.6 Years),DOUGLAS,"Census Tract 141.16, Douglas County, Colorado",81.3,3.24,75,87.6,80.5
598,08035014107,83.7 Years (95% C.I. 79.5 - 87.9 Years),DOUGLAS,"Census Tract 141.07, Douglas County, Colorado",83.7,2.12,79.5,87.9,80.5
599,08035014122,81.1 Years (95% C.I. 77.2 - 85 Years),DOUGLAS,"Census Tract 141.22, Douglas County, Colorado",81.1,2,77.2,85,80.5
600,08035014602,81.6 Years (95% C.I. 78.5 - 84.7 Years),DOUGLAS,"Census Tract 146.02, Douglas County, Colorado",81.6,1.61,78.5,84.7,80.5
601,08035013901,87.1 Years (95% C.I. 82.3 - 91.9 Years),DOUGLAS,"Census Tract 139.01, Douglas County, Colorado",87.1,2.43,82.3,91.9,80.5
602,08035014503,82 Years (95% C.I. 77.3 - 86.7 Years),DOUGLAS,"Census Tract 145.03, Douglas County, Colorado",82,2.41,77.3,86.7,80.5
603,08035013909,81.6 Years (95% C.I. 77.9 - 85.3 Years),DOUGLAS,"Census Tract 139.09, Douglas County, Colorado",81.6,1.87,77.9,85.3,80.5
604,08101003600,75.1 Years (95% C.I. 72.1 - 78.1 Years),PUEBLO,"Census Tract 36, Pueblo County, Colorado",75.1,1.52,72.1,78.1,80.5
605,08101003500,74.8 Years (95% C.I. 68.3 - 81.3 Years),PUEBLO,"Census Tract 35, Pueblo County, Colorado",74.8,3.32,68.3,81.3,80.5
606,08101002916,77.2 Years (95% C.I. 73.8 - 80.6 Years),PUEBLO,"Census Tract 29.16, Pueblo County, Colorado",77.2,1.72,73.8,80.6,80.5
607,08101002914,76.6 Years (95% C.I. 73.9 - 79.3 Years),PUEBLO,"Census Tract 29.14, Pueblo County, Colorado",76.6,1.38,73.9,79.3,80.5
608,08063962200,79 Years (95% C.I. 75.5 - 82.5 Years),KIT CARSON,"Census Tract 9622, Kit Carson County, Colorado",79,1.77,75.5,82.5,80.5
609,08063962300,80.7 Years (95% C.I. 76.1 - 85.3 Years),KIT CARSON,"Census Tract 9623, Kit Carson County, Colorado",80.7,2.33,76.1,85.3,80.5
610,08063962100,80.4 Years (95% C.I. 78.1 - 82.7 Years),KIT CARSON,"Census Tract 9621, Kit Carson County, Colorado",80.4,1.17,78.1,82.7,80.5
611,08101002912,77.9 Years (95% C.I. 74.2 - 81.6 Years),PUEBLO,"Census Tract 29.12, Pueblo County, Colorado",77.9,1.9,74.2,81.6,80.5
612,08101002917,80.8 Years (95% C.I. 76.2 - 85.4 Years),PUEBLO,"Census Tract 29.17, Pueblo County, Colorado",80.8,2.34,76.2,85.4,80.5
613,08101003106,74.8 Years (95% C.I. 69.3 - 80.3 Years),PUEBLO,"Census Tract 31.06, Pueblo County, Colorado",74.8,2.82,69.3,80.3,80.5
614,08101003105,79.7 Years (95% C.I. 76.9 - 82.5 Years),PUEBLO,"Census Tract 31.05, Pueblo County, Colorado",79.7,1.43,76.9,82.5,80.5
615,08101002915,81 Years (95% C.I. 76.9 - 85.1 Years),PUEBLO,"Census Tract 29.15, Pueblo County, Colorado",81,2.12,76.9,85.1,80.5
616,08101002918,80.9 Years (95% C.I. 76 - 85.8 Years),PUEBLO,"Census Tract 29.18, Pueblo County, Colorado",80.9,2.49,76,85.8,80.5
617,08101002913,81.7 Years (95% C.I. 78.4 - 85 Years),PUEBLO,"Census Tract 29.13, Pueblo County, Colorado",81.7,1.67,78.4,85,80.5
618,08101002911,80.5 Years (95% C.I. 76.2 - 84.8 Years),PUEBLO,"Census Tract 29.11, Pueblo County, Colorado",80.5,2.17,76.2,84.8,80.5
619,08101002600,67.9 Years (95% C.I. 65 - 70.8 Years),PUEBLO,"Census Tract 26, Pueblo County, Colorado",67.9,1.46,65,70.8,80.5
620,08101002801,77.1 Years (95% C.I. 74.6 - 79.6 Years),PUEBLO,"Census Tract 28.01, Pueblo County, Colorado",77.1,1.28,74.6,79.6,80.5
621,08101002000,73.8 Years (95% C.I. 67.8 - 79.8 Years),PUEBLO,"Census Tract 20, Pueblo County, Colorado",73.8,3.07,67.8,79.8,80.5
622,08101001800,76.4 Years (95% C.I. 72.8 - 80 Years),PUEBLO,"Census Tract 18, Pueblo County, Colorado",76.4,1.82,72.8,80,80.5
623,08101001900,78.5 Years (95% C.I. 75.6 - 81.4 Years),PUEBLO,"Census Tract 19, Pueblo County, Colorado",78.5,1.47,75.6,81.4,80.5
624,08101002400,74.7 Years (95% C.I. 70.1 - 79.3 Years),PUEBLO,"Census Tract 24, Pueblo County, Colorado",74.7,2.35,70.1,79.3,80.5
625,08101001400,70.2 Years (95% C.I. 65.5 - 74.9 Years),PUEBLO,"Census Tract 14, Pueblo County, Colorado",70.2,2.39,65.5,74.9,80.5
626,08101001700,79.2 Years (95% C.I. 77 - 81.4 Years),PUEBLO,"Census Tract 17, Pueblo County, Colorado",79.2,1.13,77,81.4,80.5
627,08101000905,71.1 Years (95% C.I. 67.2 - 75 Years),PUEBLO,"Census Tract 9.05, Pueblo County, Colorado",71.1,1.98,67.2,75,80.5
628,08101003104,79 Years (95% C.I. 75.9 - 82.1 Years),PUEBLO,"Census Tract 31.04, Pueblo County, Colorado",79,1.57,75.9,82.1,80.5
629,08101002300,72.1 Years (95% C.I. 68.6 - 75.6 Years),PUEBLO,"Census Tract 23, Pueblo County, Colorado",72.1,1.8,68.6,75.6,80.5
630,08101002200,70.4 Years (95% C.I. 65.8 - 75 Years),PUEBLO,"Census Tract 22, Pueblo County, Colorado",70.4,2.37,65.8,75,80.5
631,08101002100,68.8 Years (95% C.I. 64.8 - 72.8 Years),PUEBLO,"Census Tract 21, Pueblo County, Colorado",68.8,2.03,64.8,72.8,80.5
632,08101002802,79.7 Years (95% C.I. 75.8 - 83.6 Years),PUEBLO,"Census Tract 28.02, Pueblo County, Colorado",79.7,1.98,75.8,83.6,80.5
633,08101000200,77.8 Years (95% C.I. 73 - 82.6 Years),PUEBLO,"Census Tract 2, Pueblo County, Colorado",77.8,2.44,73,82.6,80.5
634,08101002906,82.5 Years (95% C.I. 77.6 - 87.4 Years),PUEBLO,"Census Tract 29.06, Pueblo County, Colorado",82.5,2.48,77.6,87.4,80.5
635,08101002700,76.1 Years (95% C.I. 73.5 - 78.7 Years),PUEBLO,"Census Tract 27, Pueblo County, Colorado",76.1,1.31,73.5,78.7,80.5
636,08101001600,77.6 Years (95% C.I. 74.9 - 80.3 Years),PUEBLO,"Census Tract 16, Pueblo County, Colorado",77.6,1.39,74.9,80.3,80.5
637,08101002903,78.7 Years (95% C.I. 76.1 - 81.3 Years),PUEBLO,"Census Tract 29.03, Pueblo County, Colorado",78.7,1.34,76.1,81.3,80.5
638,08101000500,75 Years (95% C.I. 70.1 - 79.9 Years),PUEBLO,"Census Tract 5, Pueblo County, Colorado",75,2.49,70.1,79.9,80.5
639,08101000800,73.7 Years (95% C.I. 68.6 - 78.8 Years),PUEBLO,"Census Tract 8, Pueblo County, Colorado",73.7,2.62,68.6,78.8,80.5
640,08101002901,72.8 Years (95% C.I. 68.9 - 76.7 Years),PUEBLO,"Census Tract 29.01, Pueblo County, Colorado",72.8,1.98,68.9,76.7,80.5
641,08101002500,73.5 Years (95% C.I. 70.1 - 76.9 Years),PUEBLO,"Census Tract 25, Pueblo County, Colorado",73.5,1.72,70.1,76.9,80.5
642,08101003103,75.6 Years (95% C.I. 70.7 - 80.5 Years),PUEBLO,"Census Tract 31.03, Pueblo County, Colorado",75.6,2.48,70.7,80.5,80.5
643,08101003001,77.7 Years (95% C.I. 74.3 - 81.1 Years),PUEBLO,"Census Tract 30.01, Pueblo County, Colorado",77.7,1.74,74.3,81.1,80.5
644,08101001000,73.7 Years (95% C.I. 71.1 - 76.3 Years),PUEBLO,"Census Tract 10, Pueblo County, Colorado",73.7,1.35,71.1,76.3,80.5
645,08101000904,77.1 Years (95% C.I. 74 - 80.2 Years),PUEBLO,"Census Tract 9.04, Pueblo County, Colorado",77.1,1.58,74,80.2,80.5
646,08101003004,79.8 Years (95% C.I. 77 - 82.6 Years),PUEBLO,"Census Tract 30.04, Pueblo County, Colorado",79.8,1.43,77,82.6,80.5
647,08101001100,77 Years (95% C.I. 69.9 - 84.1 Years),PUEBLO,"Census Tract 11, Pueblo County, Colorado",77,3.63,69.9,84.1,80.5
648,08101000902,75.5 Years (95% C.I. 73 - 78 Years),PUEBLO,"Census Tract 9.02, Pueblo County, Colorado",75.5,1.29,73,78,80.5
649,08101003200,81 Years (95% C.I. 77 - 85 Years),PUEBLO,"Census Tract 32, Pueblo County, Colorado",81,2.02,77,85,80.5
650,08101000400,75.1 Years (95% C.I. 71.8 - 78.4 Years),PUEBLO,"Census Tract 4, Pueblo County, Colorado",75.1,1.7,71.8,78.4,80.5
651,08101002806,82 Years (95% C.I. 78.2 - 85.8 Years),PUEBLO,"Census Tract 28.06, Pueblo County, Colorado",82,1.95,78.2,85.8,80.5
652,08101002804,80.4 Years (95% C.I. 77.8 - 83 Years),PUEBLO,"Census Tract 28.04, Pueblo County, Colorado",80.4,1.3,77.8,83,80.5
653,08101001200,71.6 Years (95% C.I. 67.5 - 75.7 Years),PUEBLO,"Census Tract 12, Pueblo County, Colorado",71.6,2.08,67.5,75.7,80.5
654,08101000600,68.8 Years (95% C.I. 64.6 - 73 Years),PUEBLO,"Census Tract 6, Pueblo County, Colorado",68.8,2.13,64.6,73,80.5
655,08101002808,81.5 Years (95% C.I. 76.4 - 86.6 Years),PUEBLO,"Census Tract 28.08, Pueblo County, Colorado",81.5,2.59,76.4,86.6,80.5
656,08101001500,75.2 Years (95% C.I. 72.5 - 77.9 Years),PUEBLO,"Census Tract 15, Pueblo County, Colorado",75.2,1.38,72.5,77.9,80.5
657,08101000100,74.8 Years (95% C.I. 71.3 - 78.3 Years),PUEBLO,"Census Tract 1, Pueblo County, Colorado",74.8,1.77,71.3,78.3,80.5
658,08035014006,85.6 Years (95% C.I. 77.8 - 93.4 Years),DOUGLAS,"Census Tract 140.06, Douglas County, Colorado",85.6,4,77.8,93.4,80.5
659,08035013910,82.1 Years (95% C.I. 77.6 - 86.6 Years),DOUGLAS,"Census Tract 139.10, Douglas County, Colorado",82.1,2.31,77.6,86.6,80.5
660,08035014140,81.6 Years (95% C.I. 77.8 - 85.4 Years),DOUGLAS,"Census Tract 141.40, Douglas County, Colorado",81.6,1.93,77.8,85.4,80.5
661,08035014132,84.4 Years (95% C.I. 78.3 - 90.5 Years),DOUGLAS,"Census Tract 141.32, Douglas County, Colorado",84.4,3.13,78.3,90.5,80.5
662,08035014124,80.4 Years (95% C.I. 74.2 - 86.6 Years),DOUGLAS,"Census Tract 141.24, Douglas County, Colorado",80.4,3.16,74.2,86.6,80.5
663,08035014405,82.4 Years (95% C.I. 77.2 - 87.6 Years),DOUGLAS,"Census Tract 144.05, Douglas County, Colorado",82.4,2.67,77.2,87.6,80.5
664,08035014505,78.6 Years (95% C.I. 76.6 - 80.6 Years),DOUGLAS,"Census Tract 145.05, Douglas County, Colorado",78.6,1.01,76.6,80.6,80.5
665,08035014603,80 Years (95% C.I. 75.5 - 84.5 Years),DOUGLAS,"Census Tract 146.03, Douglas County, Colorado",80,2.3,75.5,84.5,80.5
666,08035014403,84.5 Years (95% C.I. 78.4 - 90.6 Years),DOUGLAS,"Census Tract 144.03, Douglas County, Colorado",84.5,3.12,78.4,90.6,80.5
667,08035014404,82.2 Years (95% C.I. 79.4 - 85 Years),DOUGLAS,"Census Tract 144.04, Douglas County, Colorado",82.2,1.42,79.4,85,80.5
668,08035014134,81.3 Years (95% C.I. 77.9 - 84.7 Years),DOUGLAS,"Census Tract 141.34, Douglas County, Colorado",81.3,1.74,77.9,84.7,80.5
669,08035014136,83.2 Years (95% C.I. 76.3 - 90.1 Years),DOUGLAS,"Census Tract 141.36, Douglas County, Colorado",83.2,3.54,76.3,90.1,80.5
670,08035014126,81.3 Years (95% C.I. 77.9 - 84.7 Years),DOUGLAS,"Census Tract 141.26, Douglas County, Colorado",81.3,1.76,77.9,84.7,80.5
671,08035014203,84.7 Years (95% C.I. 79.5 - 89.9 Years),DOUGLAS,"Census Tract 142.03, Douglas County, Colorado",84.7,2.64,79.5,89.9,80.5
672,08035014406,80.7 Years (95% C.I. 78.3 - 83.1 Years),DOUGLAS,"Census Tract 144.06, Douglas County, Colorado",80.7,1.22,78.3,83.1,80.5
673,08035014133,82.5 Years (95% C.I. 75.2 - 89.8 Years),DOUGLAS,"Census Tract 141.33, Douglas County, Colorado",82.5,3.73,75.2,89.8,80.5
674,08035014204,82.2 Years (95% C.I. 77.7 - 86.7 Years),DOUGLAS,"Census Tract 142.04, Douglas County, Colorado",82.2,2.27,77.7,86.7,80.5
675,08035014135,81.7 Years (95% C.I. 77.1 - 86.3 Years),DOUGLAS,"Census Tract 141.35, Douglas County, Colorado",81.7,2.37,77.1,86.3,80.5
676,08035014131,84.2 Years (95% C.I. 81 - 87.4 Years),DOUGLAS,"Census Tract 141.31, Douglas County, Colorado",84.2,1.65,81,87.4,80.5
677,08035014137,86 Years (95% C.I. 78.4 - 93.6 Years),DOUGLAS,"Census Tract 141.37, Douglas County, Colorado",86,3.88,78.4,93.6,80.5
678,08035014127,81.6 Years (95% C.I. 78.2 - 85 Years),DOUGLAS,"Census Tract 141.27, Douglas County, Colorado",81.6,1.73,78.2,85,80.5
679,08035014125,86.7 Years (95% C.I. 79.1 - 94.3 Years),DOUGLAS,"Census Tract 141.25, Douglas County, Colorado",86.7,3.87,79.1,94.3,80.5
680,08035014005,80.9 Years (95% C.I. 76.8 - 85 Years),DOUGLAS,"Census Tract 140.05, Douglas County, Colorado",80.9,2.11,76.8,85,80.5
681,08035014007,80.3 Years (95% C.I. 74.2 - 86.4 Years),DOUGLAS,"Census Tract 140.07, Douglas County, Colorado",80.3,3.1,74.2,86.4,80.5
682,08035014011,79.5 Years (95% C.I. 76 - 83 Years),DOUGLAS,"Census Tract 140.11, Douglas County, Colorado",79.5,1.77,76,83,80.5
683,08035014013,81.2 Years (95% C.I. 77.9 - 84.5 Years),DOUGLAS,"Census Tract 140.13, Douglas County, Colorado",81.2,1.69,77.9,84.5,80.5
684,08035014012,81.4 Years (95% C.I. 78.5 - 84.3 Years),DOUGLAS,"Census Tract 140.12, Douglas County, Colorado",81.4,1.49,78.5,84.3,80.5
685,08035014010,84.1 Years (95% C.I. 76.4 - 91.8 Years),DOUGLAS,"Census Tract 140.10, Douglas County, Colorado",84.1,3.93,76.4,91.8,80.5
686,08035013911,78.7 Years (95% C.I. 74.7 - 82.7 Years),DOUGLAS,"Census Tract 139.11, Douglas County, Colorado",78.7,2.04,74.7,82.7,80.5
